tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,root_tweet_id,root_author_id,root_created_at,conversation_group_id,rule_number
2866132,796058,True,Tue Nov 28 00:14:41 +0000 2017,my package from amazon came today but an item was missing :(,2866130,,2866132,796058,Tue Nov 28 00:14:41 +0000 2017,CONV_2866132,2
2866130,AmazonHelp,False,Tue Nov 28 00:19:47 +0000 2017,@796058 Oh-no! Let us know what the seller says when they contact you back! We want to do everything in our power to help you out! ^LS,2866131,2866132,2866132,796058,Tue Nov 28 00:14:41 +0000 2017,CONV_2866132,2
2866131,796058,True,Tue Nov 28 00:39:09 +0000 2017,@AmazonHelp i have DMed you,,2866130,2866132,796058,Tue Nov 28 00:14:41 +0000 2017,CONV_2866132,2
2899699,803305,True,Tue Nov 28 17:38:11 +0000 2017,"@AmazonHelp @115830 suck, my orders are not been delivered can not speak with anyone in England to help with getting what I ordered delivered !",2899697,,2899699,803305,Tue Nov 28 17:38:11 +0000 2017,CONV_2899699,2
2899697,AmazonHelp,False,Tue Nov 28 17:41:00 +0000 2017,"@803305 So sorry about this, Tony!  Without providing any personal or account information, can you tell us more about what's going on? We'd love to help! ^JY",2899698,2899699,2899699,803305,Tue Nov 28 17:38:11 +0000 2017,CONV_2899699,2
2899698,803305,True,Tue Nov 28 20:50:49 +0000 2017,"@AmazonHelp 2 orders placed and Amazon logistics keep saying tried to delivery 3 times, but i know this has not been done. Now my items are been returned ! Never had a service like this before. 😡",2899700,2899697,2899699,803305,Tue Nov 28 17:38:11 +0000 2017,CONV_2899699,2
2899700,AmazonHelp,False,Tue Nov 28 20:55:00 +0000 2017,"@803305 Oh no! I understand how disappointing that is. When you spoke with us, what information/options were you provided? ^BL",2899701,2899698,2899699,803305,Tue Nov 28 17:38:11 +0000 2017,CONV_2899699,2
2899701,803305,True,Tue Nov 28 20:58:07 +0000 2017,@AmazonHelp It's took me over an hour on the phone to get the items resent again but some are out of stock so I now have to wait till Dec 7th when my order was placed 17th Nov ! I'm afraid I have lost faith with Amazon and the logistics,,2899700,2899699,803305,Tue Nov 28 17:38:11 +0000 2017,CONV_2899699,2
2901051,384707,True,Tue Nov 28 18:11:49 +0000 2017,"Personally I think that the @115830 driver just couldn't be arsed to deliver as not expected 'til Thursday, someone was in and no card left https://t.co/KQDyMWSgQE",2901049,,2901051,384707,Tue Nov 28 18:11:49 +0000 2017,CONV_2901051,2
2901049,AmazonHelp,False,Tue Nov 28 18:18:00 +0000 2017,@384707 I'm sorry for the trouble. Please keep us posted on the delivery. Hope you receive your order soon. ^CO,2901050,2901051,2901051,384707,Tue Nov 28 18:11:49 +0000 2017,CONV_2901051,2
2901050,384707,True,Tue Nov 28 21:14:50 +0000 2017,"@AmazonHelp It was delivered at 8pm, no idea what the earlier ""failed"" delivery message was about",,2901049,2901051,384707,Tue Nov 28 18:11:49 +0000 2017,CONV_2901051,2
2907923,805151,True,Tue Nov 28 20:05:23 +0000 2017,"@115821 Please help me, I ordered the wrong color kindle kids edition yesterday on cyber monday and I can't seem to switch the color, please help!!!",2907921,,2907923,805151,Tue Nov 28 20:05:23 +0000 2017,CONV_2907923,2
2907921,AmazonHelp,False,Tue Nov 28 20:14:00 +0000 2017,@805151 Hello Marty! I'm sorry this happened. We normally do not offer color exchanges for items to match a previous promotional price. I'm not sure what options if any are available but please contact our live support here: https://t.co/233GuUIPkP and we'll gladly review. ^TM,2907922,2907923,2907923,805151,Tue Nov 28 20:05:23 +0000 2017,CONV_2907923,2
2907922,805151,True,Tue Nov 28 20:56:15 +0000 2017,"@AmazonHelp After some back and forth with the I was able to find an resolution where I was credited some of the difference towards the correct color. But, I was still left with a difference that I had to pay. It's silly that a fulfillment company couldnt change my item to a different color.",,2907921,2907923,805151,Tue Nov 28 20:05:23 +0000 2017,CONV_2907923,2
2909106,744309,True,Tue Nov 28 21:07:24 +0000 2017,Bought an @115821 #firestick. Content included for free with my #amazonprime account is oddly for purchase through fire stick interface. @115821 please explain or I’m returning for a @127972,2909104,,2909106,744309,Tue Nov 28 21:07:24 +0000 2017,CONV_2909106,2
2909104,AmazonHelp,False,Tue Nov 28 21:10:00 +0000 2017,@744309 We are here to help! Could you please give us a little more information on the items you are trying to download? ^BA,2909105,2909106,2909106,744309,Tue Nov 28 21:07:24 +0000 2017,CONV_2909106,2
2909105,744309,True,Tue Nov 28 21:13:00 +0000 2017,@AmazonHelp If PBS Masterpiece content is free with a prime account why does the fire stick interface prompt me to purchase the channnel/individual shows or sign up for a free 7 day trial?,2909107,2909104,2909106,744309,Tue Nov 28 21:07:24 +0000 2017,CONV_2909106,2
2909107,AmazonHelp,False,Tue Nov 28 21:23:32 +0000 2017,"@744309 We're happy to look into this for you. At your earliest convenience, contact us here: https://t.co/hApLpMlfHN ^LI",2909108,2909105,2909106,744309,Tue Nov 28 21:07:24 +0000 2017,CONV_2909106,2
2909108,744309,True,Tue Nov 28 21:38:03 +0000 2017,@AmazonHelp Done. In the meantime I’ve switched back to my old @122986 #Chromecast,,2909107,2909106,744309,Tue Nov 28 21:07:24 +0000 2017,CONV_2909106,2
431522,217591,True,Tue Oct 10 15:14:05 +0000 2017,@115821 why is your mission/vision statement on your official Facebook page and not your official website?,431520,,431522,217591,Tue Oct 10 15:14:05 +0000 2017,CONV_431522,2
431520,AmazonHelp,False,Tue Oct 10 15:29:00 +0000 2017,@217591 Hey there! You can find more on Amazon's missions in the About Amazon section of our site: https://t.co/EtsowO9UiV. ^SD,431521,431522,431522,217591,Tue Oct 10 15:14:05 +0000 2017,CONV_431522,2
431521,217591,True,Tue Oct 10 15:36:14 +0000 2017,@AmazonHelp I was not asking about your missions. I wanted to why your company mission and vision statement are not easily accessible on your web site.,,431520,431522,217591,Tue Oct 10 15:14:05 +0000 2017,CONV_431522,2
431590,217607,True,Tue Oct 10 15:15:37 +0000 2017,I preordered the Tal'Dorei campaign guide MONTHS ago on @115821 but the money never got taken out so now I can't afford it. Great.,431588,,431590,217607,Tue Oct 10 15:15:37 +0000 2017,CONV_431590,2
431588,AmazonHelp,False,Tue Oct 10 15:21:17 +0000 2017,"@217607 Sorry to hear this - We charge once the order enters the dispatch process, rather than when the order is placed.^TD",431589,431590,431590,217607,Tue Oct 10 15:15:37 +0000 2017,CONV_431590,2
431589,217607,True,Tue Oct 10 15:22:32 +0000 2017,@AmazonHelp It just feels a little misleading when I get an email telling me when it will be delivered and then a few days later saying I didnt pay :/,,431588,431590,217607,Tue Oct 10 15:15:37 +0000 2017,CONV_431590,2
601342,262657,True,Sun Dec 03 21:04:14 +0000 2017,"Fuck you @115821, your pick up in person crap is a goddamn disaster. Nothing says you need to wait for an email to pick up, your staff is way overworked and can't help me, and I can't cancel with them. Don't fucking offer pickup if I gotta drive 30 minutes for nothing.",601340,,601342,262657,Sun Dec 03 21:04:14 +0000 2017,CONV_601342,2
601340,AmazonHelp,False,Sun Dec 03 21:15:06 +0000 2017,@262657 I'm sorry for the issues you're experiencing. Have you not received your e-mail notification with unique bar code? Check your spam/junk folder. Additional information can be found here: https://t.co/DWNqA8pitD ^SK,601341,601342,601342,262657,Sun Dec 03 21:04:14 +0000 2017,CONV_601342,2
601341,262657,True,Sun Dec 03 21:15:51 +0000 2017,@AmazonHelp It doesn't even say to wait for one. What's the point of pickup where you have to wait for shipping? Just ship it to my house then.,,601340,601342,262657,Sun Dec 03 21:04:14 +0000 2017,CONV_601342,2
635696,270747,True,Wed Nov 22 17:09:54 +0000 2017,@120474 I made an order by mistake and am trying to cancel. Please can you help?,635694,,635696,270747,Wed Nov 22 17:09:54 +0000 2017,CONV_635696,2
635694,AmazonHelp,False,Wed Nov 22 17:20:31 +0000 2017,"@270747 Thank you for reaching out today and I apologize for the bit of trouble with canceling! When you have a moment, reach us here and we'll certainly look in to this with you: https://t.co/hhjbgIgyp2

If you have any qustions in the meantime, let us know, Nathan! ^KN",635695,635696,635696,270747,Wed Nov 22 17:09:54 +0000 2017,CONV_635696,2
635695,270747,True,Wed Nov 22 17:56:47 +0000 2017,@AmazonHelp You were unable to help as you simply do not offer refunds even if it’s the wrong date or by mistake.,,635694,635696,270747,Wed Nov 22 17:09:54 +0000 2017,CONV_635696,2
683103,130724,True,Thu Nov 23 11:08:49 +0000 2017,"@AmazonHelp @115850 Pickup Tracking ID: 
710405635874

There is some serious problem at logistics level or might be some fraud. Pickup was done on calling agent he says this is fraud signature 8 such cases",683101,,683103,130724,Thu Nov 23 11:08:49 +0000 2017,CONV_683103,2
683101,AmazonHelp,False,Thu Nov 23 11:31:00 +0000 2017,"@130724 In case the resolution provided is not up to your expectation, you can choose to write back to the same. We'll review the situation. Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.^CB",683102,683103,683103,130724,Thu Nov 23 11:08:49 +0000 2017,CONV_683103,2
683102,130724,True,Thu Nov 23 11:47:07 +0000 2017,"@AmazonHelp Need an update on urgent basis.
#amazon",683104,683101,683103,130724,Thu Nov 23 11:08:49 +0000 2017,CONV_683103,2
683104,AmazonHelp,False,Thu Nov 23 12:06:00 +0000 2017,"@130724 Twitter being a Social Media Platform we would not be able to check your order/account details. However, we have sent a correspondence to your registered email ID. Please reply to the same with your concern and we will help you. ^AH",683105,683102,683103,130724,Thu Nov 23 11:08:49 +0000 2017,CONV_683103,2
683105,130724,True,Thu Nov 23 18:10:31 +0000 2017,@AmazonHelp  https://t.co/AXZhbLkJkn,,683104,683103,130724,Thu Nov 23 11:08:49 +0000 2017,CONV_683103,2
1034248,147352,True,Mon Oct 23 06:13:19 +0000 2017,"@136314 hi, does your app work with voice controls on Android auto?",1034246,,1034248,147352,Mon Oct 23 06:13:19 +0000 2017,CONV_1034248,4
1034246,147352,True,Mon Oct 23 06:13:38 +0000 2017,@136314 @AmazonHelp ?,"1034244,1034247",1034248,1034248,147352,Mon Oct 23 06:13:19 +0000 2017,CONV_1034248,4
1034244,AmazonHelp,False,Mon Oct 23 06:24:24 +0000 2017,@147352 Hi Richard. I'm afraid it doesn't work with voice controls. ^DC,1034245,1034246,1034248,147352,Mon Oct 23 06:13:19 +0000 2017,CONV_1034248,4
1034245,147352,True,Mon Oct 23 11:20:05 +0000 2017,@AmazonHelp Whys that?,,1034244,1034248,147352,Mon Oct 23 06:13:19 +0000 2017,CONV_1034248,4
1192309,121883,True,Wed Oct 25 08:02:58 +0000 2017,"so @115830 are fibbers. I saw the delivery van pull up in our car park yesterday just before 5pm, then they drove off...",1192308,,1192309,121883,Wed Oct 25 08:02:58 +0000 2017,CONV_1192309,4
1192308,121883,True,Wed Oct 25 08:03:43 +0000 2017,"@115830 I got a message saying ""Delivery attempted..."" yet they didn't get out of their van. Just pulled up, then drove off.",1192307,1192309,1192309,121883,Wed Oct 25 08:02:58 +0000 2017,CONV_1192309,4
1192307,AmazonHelp,False,Wed Oct 25 08:06:35 +0000 2017,@121883 Sorry to hear about this. Please reach out to us here: https://t.co/JzP7hlA23B and we can look into this. ^PK,,1192308,1192309,121883,Wed Oct 25 08:02:58 +0000 2017,CONV_1192309,4
120221,142688,True,Thu Nov 23 15:43:35 +0000 2017,"1つ注文したら10冊来たぞ？？？
プラス レポート用紙 A4 B罫 50枚 RE-250B 76835 PLUS(プラス) https://t.co/yjE8w8DXxB @116313さんから",120220,,120221,142688,Thu Nov 23 15:43:35 +0000 2017,CONV_120221,4
120220,142688,True,Thu Nov 23 15:44:49 +0000 2017,@116313 140円で50枚x10冊なのか？？？ ブロックで来るのか？,120219,120221,120221,142688,Thu Nov 23 15:43:35 +0000 2017,CONV_120221,4
120219,AmazonHelp,False,Thu Nov 23 22:58:00 +0000 2017,@142688 ご迷惑をおかけしております。大変恐れ入りますが、多く商品が届いている状況かと存じますため、お手数ですが文末のリンクよりカスタマーサービスへお問い合わせください。どうぞよろしくお願いいたします。https://t.co/J6YEizo6qC SK,,120220,120221,142688,Thu Nov 23 15:43:35 +0000 2017,CONV_120221,4
1364695,188976,True,Fri Oct 27 21:01:41 +0000 2017,"I love you @115821, but when you can't deliver #SuperMarioOdyssey on its release date as promised, you really piss me off. @AmazonHelp",1364693,,1364695,188976,Fri Oct 27 21:01:41 +0000 2017,CONV_1364695,4
1364693,AmazonHelp,False,Fri Oct 27 21:28:00 +0000 2017,"@188976 Oh no, Kurt! Has the delivery date changed from your confirmation e-mail? Please let us know, we're here to help! ^KL",1364694,1364695,1364695,188976,Fri Oct 27 21:01:41 +0000 2017,CONV_1364695,4
1364694,188976,True,Fri Oct 27 21:53:24 +0000 2017,"@AmazonHelp No, but based on the USPS tracking info, it doesn’t look like it’s going to arrive today. My mail already came and it wasn’t there.",1364696,1364693,1364695,188976,Fri Oct 27 21:01:41 +0000 2017,CONV_1364695,4
1364696,AmazonHelp,False,Fri Oct 27 21:57:18 +0000 2017,@188976 Late packages typically arrive the next business day. Please keep us in the loop on this. We want to make sure it's delivered. ^GL,1364697,1364694,1364695,188976,Fri Oct 27 21:01:41 +0000 2017,CONV_1364695,4
1364697,188976,True,Fri Oct 27 22:00:00 +0000 2017,@AmazonHelp So much for release date delivery then.,1364698,1364696,1364695,188976,Fri Oct 27 21:01:41 +0000 2017,CONV_1364695,4
1364698,188976,True,Fri Oct 27 22:06:50 +0000 2017,"@AmazonHelp I have no doubt it will be delivered, but I’m disappointed and frustrated that it won’t be delivered today.",1364699,1364697,1364695,188976,Fri Oct 27 21:01:41 +0000 2017,CONV_1364695,4
1364699,188976,True,Fri Oct 27 22:07:13 +0000 2017,@AmazonHelp I wouldn’t have ordered it from Amazon if I knew I wasn’t going to get it today.,,1364698,1364695,188976,Fri Oct 27 21:01:41 +0000 2017,CONV_1364695,4
1412540,448245,True,Wed Nov 01 23:48:34 +0000 2017,Day 3 of The Battle of UPS. 1 of 2 packages rescued. Now just one more left.,1412537,,1412540,448245,Wed Nov 01 23:48:34 +0000 2017,CONV_1412540,4
1412537,448245,True,Thu Nov 02 01:20:57 +0000 2017,Wow .@115821 customer service puts all others to shame. Upgraded shipping. Shipping me another copy of book I ordered.,1412535,1412540,1412540,448245,Wed Nov 01 23:48:34 +0000 2017,CONV_1412540,4
1412535,AmazonHelp,False,Thu Nov 02 01:24:00 +0000 2017,@448245 I'm glad we were able to help. Thank you for being a customer and taking the time to let us know how we're doing! ^HC,1412536,1412537,1412540,448245,Wed Nov 01 23:48:34 +0000 2017,CONV_1412540,4
1412536,448245,True,Thu Nov 02 01:27:10 +0000 2017,@AmazonHelp Connection between UPS i-parcel and Amazon seems to be the problem. Tracking on Amazon didn't alert me to 'info' UPS needed for 30 days,1412538,1412535,1412540,448245,Wed Nov 01 23:48:34 +0000 2017,CONV_1412540,4
1412538,AmazonHelp,False,Thu Nov 02 01:33:28 +0000 2017,"@448245 I'm so sorry! We're you able to get a resolution with UPS? Please let us know, as were here to assist you.  ^AG",1412539,1412536,1412540,448245,Wed Nov 01 23:48:34 +0000 2017,CONV_1412540,4
1412539,448245,True,Thu Nov 02 03:25:37 +0000 2017,@AmazonHelp Yes seems all good now. Thank you. UPS needs to take some tips from companies that do customer service right.,,1412538,1412540,448245,Wed Nov 01 23:48:34 +0000 2017,CONV_1412540,4
14287,119037,True,Wed Nov 01 02:17:52 +0000 2017,I'm absolutely mad right now that @119038 has said nothing about how @115821 Pay has charged me multiple times on subscriptions.,14286,,14287,119037,Wed Nov 01 02:17:52 +0000 2017,CONV_14287,4
14286,119037,True,Wed Nov 01 02:18:55 +0000 2017,"@119038 @115821 If it isn't clear yet, I WANT MY MONEY BACK. I NEVER AUTHORIZED THE LAST 4 TRANSACTIONS THAT WERE MADE. WTF.",14284,14287,14287,119037,Wed Nov 01 02:17:52 +0000 2017,CONV_14287,4
14284,AmazonHelp,False,Wed Nov 01 02:41:00 +0000 2017,@119037 I'm sorry you were charged unexpectedly! Please reach out to Amazon Pay for available options here: https://t.co/jiY13BA3fb  ^JP,14285,14286,14287,119037,Wed Nov 01 02:17:52 +0000 2017,CONV_14287,4
14285,119037,True,Wed Nov 01 03:11:29 +0000 2017,@AmazonHelp I found out that when I subbed to a channel on Twitch using Amazon pay it moved ALL my subscriptions to Amazon Pay. A heads up would be nice,,14284,14287,119037,Wed Nov 01 02:17:52 +0000 2017,CONV_14287,4
1444417,455180,True,Thu Nov 02 15:17:26 +0000 2017,"@124285 @116316 Erst Paket per EveningExpress gestern nicht liefern &amp; jetzt soll ich morgen 10-18 Uhr zuhause darauf warten, Euer Ernst?",1444415,,1444417,455180,Thu Nov 02 15:17:26 +0000 2017,CONV_1444417,4
1444415,AmazonHelp,False,Thu Nov 02 15:31:51 +0000 2017,@455180 Beim EveningExpress ist auch die Zweitzustellung normalerweise zwischen 18 und 21 Uhr ^AN,1444416,1444417,1444417,455180,Thu Nov 02 15:17:26 +0000 2017,CONV_1444417,4
